region,stroma,stroma,stroma,stroma,stroma,stroma,stroma,stroma,stroma,stroma,tumor,tumor,tumor,tumor,tumor,tumor,tumor,tumor,tumor,tumor,lymphocytes,lymphocytes,lymphocytes,lymphocytes,lymphocytes,lymphocytes,lymphocytes,lymphocytes,lymphocytes,lymphocytes,all,all,all,all,all,all,all,all,all,all
feature,HE_proportion,CD8_ratio,CD8_proportion,CD8_purity,CD163_ratio,CD163_proportion,CD163_purity,PDL1_ratio,PDL1_proportion,PDL1_purity,HE_proportion,CD8_ratio,CD8_proportion,CD8_purity,CD163_ratio,CD163_proportion,CD163_purity,PDL1_ratio,PDL1_proportion,PDL1_purity,HE_proportion,CD8_ratio,CD8_proportion,CD8_purity,CD163_ratio,CD163_proportion,CD163_purity,PDL1_ratio,PDL1_proportion,PDL1_purity,HE_proportion,CD8_ratio,CD8_proportion,CD8_purity,CD163_ratio,CD163_proportion,CD163_purity,PDL1_ratio,PDL1_proportion,PDL1_purity
39,0.6245365625,0.024161645,0.5780052918,0.1949946878,0.0747490051,0.7482803766,0.6032560663000001,0.024998597200000004,0.465411699,0.20174924589999998,0.3181024168,0.014106566499999999,0.1718841121,0.1549155793,0.0353713342,0.1803513849,0.3884411383,0.041581801099999996,0.3943066068,0.4566432824,0.0573610207,0.113832893,0.25011059609999997,0.41621671579999997,0.0776223946,0.0713682385,0.2838172454,0.0820389973,0.1402816942,0.2999660387,1,0.026106734500000003,1,0.2139193531,0.0623876934,1,0.5112066007,0.03354565,1,0.2748740462
40,0.9020463665,0.0080415197,0.6214880225,0.4350163793,0.009145289000000001,0.7599920049,0.4947262034,0.0012987474,0.5392234936,0.0702574173,0.0659197039,0.022981276000000002,0.12979416230000002,0.4620172579,0.0201026046,0.12208162689999999,0.4041442374,0.006657283000000001,0.2019889022,0.1338385047,0.0320339296,0.0906214286,0.2487178153,0.6117597114,0.0399593097,0.1179263682,0.2697540326,0.0175516524,0.2587876042,0.118486256,1,0.011671703,1,0.4725574453,0.010854686100000002,1,0.43947852060000003,0.0021726249,1,0.0879640342
41,0.6734989122,0.0215590456,0.6088560545,0.25345600890000003,0.0531539153,0.7067695699,0.6248968299000001,0.0103473447,0.5575305424,0.12164716119999999,0.2744938421,0.0184768516,0.2126712464,0.24127943940000002,0.0425645611,0.23066752199999999,0.5558281079999999,0.0155372283,0.34119998310000005,0.20289245260000002,0.0520072457,0.0818388913,0.1784726991,0.4897286801,0.0609322745,0.0625629081,0.3646222704,0.024339511299999998,0.10126947439999999,0.1456490496,1,0.023847991000000002,1,0.2741168727,0.0506517338,1,0.5822081554999999,0.0124996298,1,0.1436749718
42,0.5715654353,0.0316183617,0.3952827368,0.1701743282,0.056997223300000004,0.5114184931,0.30676681769999997,0.0971842475,0.348024496,0.5230588541,0.22892686269999998,0.0389508648,0.19503672190000002,0.0994923533,0.0702860397,0.2525937509,0.1795319188,0.28225916030000003,0.4048487303,0.7209757279000001,0.19950770199999998,0.09388217509999999,0.40968054130000003,0.255856522,0.0753482262,0.23598775600000002,0.2053460636,0.1977024966,0.24712677370000002,0.5387974142999999,1,0.045719078899999994,1,0.169942554,0.0637005568,1,0.2367815705,0.1596070315,1,0.5932758754
43,0.8999521934,0.0028646796000000004,0.8819436878,0.1480252717,0.0158659742,0.8422218614,0.8198351879000001,0.0006219849,0.8528647187,0.0321395404,0.09024947119999999,0.0035145509000000003,0.10850752539999999,0.1074331769,0.0281433779,0.14981704099999998,0.8602898684999999,0.0010559029,0.145194274,0.0322769546,0.0097983354,0.002848725,0.0095487868,0.1700388027,0.013774641899999999,0.0079610976,0.8222006652,0.0001300152,0.0019410072,0.0077605322,1,0.0029231738,1,0.14236459640000002,0.016953511799999998,1,0.8256710075,0.0006563253,1,0.0319643961
44,0.6243645764,0.0272432066,0.5432392953,0.2129542484,0.0879773886,0.6753891443000001,0.6877002004,0.0127092622,0.409634985,0.09934555119999999,0.35056014979999994,0.030890927000000002,0.3458503219,0.244536903,0.06965367410000001,0.3002280942,0.5513882365999999,0.0257795921,0.46652726780000003,0.2040748604,0.0250752738,0.1384942755,0.1109103828,0.4421241761,0.07908469650000001,0.0243827615,0.2524671592,0.0956684887,0.1238377472,0.3054086647,1,0.031311603,1,0.2371842003,0.0813308378,1,0.6160779984,0.0193714243,1,0.1467378014
45,0.8943737140000001,0.0049114207,0.7591200118000001,0.23816520030000002,0.015323234199999999,0.8497090881999999,0.7430561079000001,0.00038725239999999996,0.8103299014,0.0187786918,0.09792328,0.0086713881,0.1467434932,0.2690442793,0.0230225087,0.1397781844,0.7143117345000001,0.0005364413,0.1229014006,0.016643986200000002,0.007703006,0.0707153194,0.094136495,0.7333191009000001,0.0220117397,0.0105127274,0.2282621265,0.0037047934,0.066768698,0.0384187726,1,0.005786496899999999,1,0.2589893271,0.016128694,1,0.7218805626000001,0.0004274165,1,0.0191301102
46,0.7789646545000001,0.0645668796,0.6896948306,0.4026417857,0.06673009690000001,0.7826297045,0.4161317001,0.029061142999999998,0.6464381384000001,0.18122651420000002,0.1412729442,0.0588411853,0.11399080730000001,0.31104208559999996,0.0590100197,0.12551671820000002,0.311934566,0.071323148,0.2877305837,0.3770233484,0.0797624012,0.17948346,0.19631436219999998,0.6300496268,0.07648583910000001,0.0918535773,0.2684920069,0.0289026417,0.0658312779,0.1014583662,1,0.0729240163,1,0.41823679420000004,0.0664176003,1,0.38092093159999996,0.0350189784,1,0.20084227420000003
47,0.8556417937,0.0048034073,0.6771320106000001,0.11060996710000001,0.0355434845,0.8007825982,0.8184739236,0.0030796407,0.6423572453999999,0.0709161093,0.1392093268,0.009303440999999999,0.2133751707,0.1366132601,0.050988736500000006,0.1868982434,0.7487270019,0.0078083937,0.2649809277,0.11465973800000001,0.0051488795,0.1290746538,0.1094928187,0.4393783054,0.0908668919,0.0123191584,0.3093166614,0.0738250154,0.0926618269,0.2513050332,1,0.0060697117,1,0.12605745289999998,0.0379784612,1,0.7887471988,0.0041021867,1,0.0851953483
48,0.48400913689999997,0.056596888899999996,0.4070693729,0.24796497309999999,0.11987352890000001,0.43415838590000005,0.5251955884,0.051775080700000004,0.2295021875,0.22683943850000002,0.388157342,0.06516503900000001,0.37587615329999996,0.1684148711,0.1433379371,0.4163324846,0.37044772130000003,0.1784286444,0.6342856201,0.4611374076,0.12783352109999999,0.1142619631,0.21705447379999998,0.2953213153,0.1562973512,0.1495091295,0.40396592259999997,0.1163479531,0.13621219240000002,0.30071276210000003,1,0.0672942087,1,0.2169920138,0.1336375967,1,0.43091807990000003,0.109191169,1,0.35208990630000003
49,0.5857450953,0.0098823,0.6508870046999999,0.2526560567,0.0254097506,0.6139805732,0.6496389919,0.003821597,0.5626994795,0.0977049514,0.40518234119999996,0.0060134805000000005,0.2739777691,0.1863108628,0.022486758,0.3758572425,0.6966892606,0.0037763578000000004,0.3846330555,0.1169998766,0.0090725635,0.0736503262,0.07513522610000001,0.5944508351,0.027152603900000002,0.0101621843,0.2191556897,0.023093482999999998,0.052667465,0.1863934752,1,0.0088932621,1,0.2396292359,0.0242412178,1,0.6531803990999999,0.0039781122999999995,1,0.107190365
50,0.8267907775,0.0555422764,0.7403639419,0.3443196494,0.0616848238,0.8893304337000001,0.38239874729999995,0.0440831139,0.6257545836,0.2732816033,0.1336377526,0.0622196953,0.1340549959,0.3013713018,0.0294291775,0.06857984360000001,0.1425450493,0.1148064032,0.2634094951,0.5560836489000001,0.0395714699,0.19684120230000002,0.1255810622,0.4675803741,0.060996466799999996,0.0420897227,0.1448921792,0.163140655,0.11083592130000001,0.3875274467,1,0.0620260378,1,0.3492088458,0.0573470124,1,0.32286576289999996,0.0582456973,1,0.3279253913
51,0.9042098884,0.0205934203,0.6601324761999999,0.6854409990000001,0.0088453018,0.8806667354000001,0.29441114820000003,0.0006053230000000001,0.7661804923000001,0.0201478528,0.07144224769999999,0.048692157,0.1233239674,0.8495578447,0.0078629523,0.0618543765,0.13718909140000002,0.0007595954,0.0759647524,0.013253063899999999,0.024347863900000002,0.2508713325,0.2165435564,0.9058607417,0.0214396559,0.0574788882,0.0774155515,0.004631505,0.1578547554,0.0167237067,1,0.0282076325,1,0.7422324384000001,0.0090817662,1,0.2389701249,0.0007143735000000001,1,0.0187974367
52,0.7070310059999999,0.0380484066,0.6992317139,0.5149331818999999,0.0311341292,0.7416918826000001,0.4213578881,0.0047074521000000005,0.5807726375,0.06370893,0.2593726963,0.034016391,0.2293288407,0.5280611351,0.022102524900000003,0.19315879489999999,0.34311354159999996,0.008298608399999999,0.3755876542,0.1288253234,0.0335962978,0.081808884,0.0714394455,0.5572576495,0.0575532879,0.0651493225,0.3920357836,0.007444039,0.0436397084,0.05070656690000001,1,0.038472801800000005,1,0.5207274149000001,0.0296791636,1,0.40170596880000004,0.005730839200000001,1,0.0775666163
53,0.842134583,0.0104815892,0.7943411290000001,0.23039753100000002,0.033656879,0.699134479,0.7398173774,0.0013550279,0.8374724385,0.0297850916,0.1535065075,0.0121626055,0.16801645780000002,0.132787486,0.0780873156,0.2956736761,0.8525326528,0.0013445948,0.1514812841,0.0146798611,0.0043589095,0.0959624205,0.037642413300000004,0.649697003,0.0482879184,0.0051918449,0.3269250163,0.0034530059,0.0110462774,0.0233779807,1,0.0111122393,1,0.2096023045,0.0405410155,1,0.7646964779000001,0.0013625713,1,0.0257012176
54,0.6390733746,0.0461194107,0.700315543,0.40835771049999997,0.051574212,0.5844174411999999,0.456656467,0.0152451305,0.24605582210000002,0.1349858225,0.2004461547,0.0213137092,0.1015116901,0.19386625510000002,0.0284300156,0.1010449633,0.25859509469999997,0.0601965493,0.3047341329,0.5475386502,0.16048047070000002,0.0519711697,0.19817276690000002,0.190131332,0.1105377269,0.3145375954,0.40439123039999997,0.11083463460000001,0.449210045,0.4054774376,1,0.0420862962,1,0.3047974523,0.0563975395,1,0.40844236450000004,0.0395957182,1,0.2867601832
55,0.7174870003,0.0253623012,0.7944198401000001,0.2099759903,0.08869961330000001,0.880319427,0.7343493399,0.0067247581,0.7035497356,0.0556746697,0.2607231645,0.0105606321,0.1202034465,0.2892149698,0.021702067000000002,0.0782681812,0.5943358895,0.0042521192,0.16165500359999999,0.1164491408,0.021789835299999998,0.08975075210000001,0.0853767134,0.3329397807,0.13739529,0.0414123919,0.5096821661,0.0424244847,0.1347952609,0.1573780532,1,0.0229061769,1,0.22444488469999999,0.07229287179999999,1,0.7083576331999999,0.006857975,1,0.0671974821
56,0.7807929935,0.031814325899999996,0.42434751439999996,0.43791191630000004,0.031670476,0.6920374722,0.4359318789,0.0091652555,0.2519288367,0.1261562048,0.1019160506,0.0803677364,0.1399224343,0.35353944600000003,0.053387968,0.1522737662,0.23485484920000002,0.0935675472,0.3357107336,0.41160570469999996,0.1172909559,0.2174652946,0.43573005130000003,0.5961861107,0.0474300548,0.1556887615,0.1300305868,0.09986540349999999,0.4123604296,0.2737833024,1,0.058537877300000006,1,0.4771758895,0.0357322931,1,0.2912744624,0.028405510800000002,1,0.231549648
57,0.2668703315,0.0161662211,0.2603189065,0.2025372334,0.0605029702,0.19160017969999998,0.7580067170999999,0.0031493233,0.15486240980000002,0.0394560494,0.7311489049,0.0166327189,0.7337801916,0.1435043766,0.0930195323,0.8070471477,0.8025573001,0.0062516628,0.8422283494,0.0539383233,0.0019807635999999997,0.049372924500000005,0.005900901899999999,0.4297278506,0.0575494414,0.0013526726,0.5008939213,0.0079711055,0.0029092408000000003,0.069378228,1,0.0165730751,1,0.1559499007,0.0842715687,1,0.7929815494,0.0054271462,1,0.0510685499
58,0.6923898451,0.0161428344,0.5678647439,0.24369876940000001,0.0418064123,0.7439257751,0.6311265403,0.0082916886,0.6071161659000001,0.1251746903,0.273314027,0.0066845162,0.09282101820000001,0.1611120459,0.0290100008,0.203772549,0.6992070042,0.0057953431,0.1675016913,0.1396809499,0.0342961279,0.1947343518,0.3393142379,0.6158267069,0.059338217900000004,0.0523016759,0.1876508123,0.0621435828,0.22538214269999998,0.1965224809,1,0.019682740900000002,1,0.28924236600000003,0.038910246600000004,1,0.5717949467,0.0094563138,1,0.1389626873
59,0.8281835756999999,0.019077171100000002,0.5422904938,0.4430191366,0.021845631600000002,0.7468224679000001,0.5073096408,0.0021389289000000003,0.5129446512,0.049671222599999995,0.101773309,0.026305711800000003,0.09189150310000001,0.4411919941,0.030471252400000003,0.1280119035,0.5110552673,0.002847218,0.0839077675,0.047752738600000004,0.0700431153,0.1521627045,0.3658180031,0.7066478968000001,0.043290587,0.1251656286,0.20104270850000003,0.0198770098,0.4031475813,0.0923093947,1,0.029134569,1,0.5128099998,0.024225561,1,0.4264044525,0.0034534442,1,0.0607855477
60,0.7527450153,0.0009395519,0.7675898895000001,0.0747351255,0.0090049278,0.7775025532,0.7162823037,0.0026272783000000004,0.5711220035,0.2089825708,0.2417181929,0.0008743856,0.22938915780000002,0.0587230862,0.0079084176,0.21926667670000002,0.5311234722,0.0061071764,0.4263092171,0.41015344159999995,0.0055367918,0.0005027187999999999,0.0030209527,0.0698568682,0.0050871456,0.0032307701,0.706900235,0.001606548,0.0025687794,0.2232428968,1,0.0009213814,1,0.0703218287,0.0087181894,1,0.665391167,0.0034627814,1,0.2642870043
61,0.4790561607,0.017132754099999998,0.4886967646,0.1267078001,0.09522241990000001,0.7480521939,0.7042313979000001,0.0228595015,0.4634770722,0.16906080199999998,0.4914084917,0.0130015502,0.3804202675,0.2435500497,0.022207321800000002,0.1789555207,0.41599611299999995,0.018174612,0.3779922318,0.3404538372,0.0295353477,0.0744243746,0.13088296789999998,0.2114616119,0.1507053318,0.0729922854,0.42819832259999996,0.1268224705,0.158530696,0.3603400655,1,0.0167947733,1,0.165623129,0.0609808878,1,0.6013683689,0.0236278894,1,0.23300850210000001
62,0.6521597927,0.0418780095,0.6229112057,0.3923386192,0.0453440439,0.7106809615999999,0.4248105343,0.0195173993,0.5015360543,0.1828508465,0.264919354,0.0427810639,0.2584945322,0.3952795724,0.031428387,0.20009497899999998,0.29038547,0.0340204373,0.35512379380000003,0.3143349576,0.0829208532,0.0627066821,0.11859426210000001,0.4143132819,0.0447731658,0.08922405929999999,0.29582361329999995,0.043871037599999996,0.1433401519,0.2898631048,1,0.0438443774,1,0.3955877155,0.0416101794,1,0.3754295712,0.0253789592,1,0.22898271329999997
63,0.6992202082,0.0032271178999999997,0.5389419793,0.0819015709,0.0338782402,0.6847710319,0.8598015841,0.0022970352,0.609083169,0.058296845,0.2853330923,0.0064508178000000005,0.4396227161,0.1357294473,0.0375456744,0.3096867457,0.7899856748999999,0.0035305398,0.3820218677,0.0742848778,0.0154466994,0.0058100618,0.0214353046,0.2943228057,0.0124118833,0.0055422223,0.6287541174,0.0015184954,0.0088949633,0.0769230769,1,0.0041868441,1,0.1010902115,0.0345930962,1,0.8352408896,0.0026369690000000003,1,0.06366889889999999
